record_id,employee_id,course_name,category,provider,completion_date,hours,status,result
TRN-00480,MOEI-10150,Future Leaders Programme,Leadership & Management,Federal Authority for Government HR,2026-05-01,8,Completed,Passed
TRN-00481,MOEI-10150,Code of Ethics Refresher,Compliance & Ethics,Coursera (Gov Licence),2023-02-14,4,Completed,Passed
TRN-00482,MOEI-10150,Coaching for Managers,Leadership & Management,MOEI Academy,2023-01-29,8,Completed,Passed
TRN-00483,MOEI-10150,Data-Driven Decision Making,Digital & AI,Coursera (Gov Licence),2026-01-22,24,Completed,Passed
TRN-00484,MOEI-10150,Generative AI Foundations,Digital & AI,Federal Authority for Government HR,2023-10-23,24,Completed,Passed
TRN-00485,MOEI-10151,Infrastructure Asset Management,Technical & Engineering,Federal Authority for Government HR,2024-05-26,4,Completed,Passed
TRN-00486,MOEI-10151,Anti-Fraud Awareness,Compliance & Ethics,Mohammed Bin Rashid School of Government,2022-12-22,4,Completed,Passed
TRN-00487,MOEI-10152,Agile Project Delivery,Project Management,Mohammed Bin Rashid School of Government,2023-03-27,40,Completed,Passed
TRN-00488,MOEI-10152,Arabic Business Writing,Language & Communication,Federal Authority for Government HR,2022-03-31,16,Completed,Passed
TRN-00489,MOEI-10152,Financial Reporting,Finance & Procurement,MOEI Academy,,40,Enrolled,
TRN-00490,MOEI-10152,Energy Systems,Technical & Engineering,MOEI Academy,2022-12-18,24,Completed,Passed
TRN-00491,MOEI-10153,Customer Happiness Standards,Customer Service,Mohammed Bin Rashid School of Government,2023-11-12,40,Completed,Passed
TRN-00492,MOEI-10153,Occupational Health & Safety,Health & Safety,External Vendor,2023-11-18,16,Completed,Passed
TRN-00493,MOEI-10154,Public Speaking,Language & Communication,External Vendor,2022-09-10,4,Completed,Passed
TRN-00494,MOEI-10154,Government Budgeting,Finance & Procurement,External Vendor,2025-01-07,4,Completed,Passed
TRN-00495,MOEI-10154,Government Leadership Excellence,Leadership & Management,Federal Authority for Government HR,2024-09-19,8,Completed,Passed
TRN-00496,MOEI-10154,Customer Happiness Standards,Customer Service,External Vendor,2026-03-20,16,Completed,Passed
TRN-00497,MOEI-10154,Code of Ethics Refresher,Compliance & Ethics,MOEI Academy,2024-03-05,24,Completed,Passed
TRN-00498,MOEI-10155,Government Budgeting,Finance & Procurement,Mohammed Bin Rashid School of Government,,12,In Progress,
TRN-00499,MOEI-10156,Risk Management Fundamentals,Project Management,Federal Authority for Government HR,,40,In Progress,
TRN-00500,MOEI-10157,Infrastructure Asset Management,Technical & Engineering,MOEI Academy,2024-03-30,4,Completed,Passed
TRN-00501,MOEI-10158,Data-Driven Decision Making,Digital & AI,Federal Authority for Government HR,2022-04-17,8,Completed,Passed
TRN-00502,MOEI-10158,Power BI Essentials,Data Analytics,Federal Authority for Government HR,2022-12-22,8,Completed,Passed
TRN-00503,MOEI-10158,Maritime Safety Standards,Technical & Engineering,Mohammed Bin Rashid School of Government,2024-05-22,8,Completed,Passed
TRN-00504,MOEI-10158,PMP Preparation,Project Management,Federal Authority for Government HR,2024-05-18,12,Completed,Passed
TRN-00505,MOEI-10159,Arabic Business Writing,Language & Communication,Coursera (Gov Licence),2025-07-25,4,Completed,Passed
TRN-00506,MOEI-10159,Anti-Fraud Awareness,Compliance & Ethics,Coursera (Gov Licence),2024-02-13,16,Completed,Passed
TRN-00507,MOEI-10159,Energy Systems,Technical & Engineering,Federal Authority for Government HR,2026-02-14,16,Completed,Passed
TRN-00508,MOEI-10160,Service Design Thinking,Customer Service,Mohammed Bin Rashid School of Government,2022-06-20,24,Completed,Passed
TRN-00509,MOEI-10161,Advanced Excel for Analysts,Data Analytics,Mohammed Bin Rashid School of Government,2023-06-11,16,Completed,Passed
TRN-00510,MOEI-10161,Public Procurement Rules,Finance & Procurement,MOEI Academy,2025-02-25,12,Completed,Passed
TRN-00511,MOEI-10161,SQL for Beginners,Data Analytics,Federal Authority for Government HR,2023-02-05,4,Completed,Passed
TRN-00512,MOEI-10161,Coaching for Managers,Leadership & Management,Coursera (Gov Licence),2024-10-03,16,Completed,Passed
TRN-00513,MOEI-10161,Anti-Fraud Awareness,Compliance & Ethics,External Vendor,2024-09-29,4,Completed,Passed
TRN-00514,MOEI-10162,Future Leaders Programme,Leadership & Management,Federal Authority for Government HR,,8,Enrolled,
TRN-00515,MOEI-10162,Service Design Thinking,Customer Service,Coursera (Gov Licence),2025-09-10,40,Completed,Passed
TRN-00516,MOEI-10162,Information Security Basics,Compliance & Ethics,Coursera (Gov Licence),2024-11-17,40,Completed,Passed
TRN-00517,MOEI-10162,PMP Preparation,Project Management,Mohammed Bin Rashid School of Government,2026-01-21,40,Completed,Passed
TRN-00518,MOEI-10163,Government Leadership Excellence,Leadership & Management,Federal Authority for Government HR,2023-06-20,12,Completed,Passed
TRN-00519,MOEI-10163,Risk Management Fundamentals,Project Management,Federal Authority for Government HR,,4,Enrolled,
TRN-00520,MOEI-10163,Applied AI for Government,Digital & AI,Coursera (Gov Licence),2025-08-12,16,Completed,Passed
TRN-00521,MOEI-10163,Business English,Language & Communication,Coursera (Gov Licence),,8,In Progress,
TRN-00522,MOEI-10163,Service Design Thinking,Customer Service,External Vendor,2025-11-17,40,Completed,Passed
TRN-00523,MOEI-10164,Customer Happiness Standards,Customer Service,Mohammed Bin Rashid School of Government,2023-01-10,8,Completed,Passed
TRN-00524,MOEI-10164,Financial Reporting,Finance & Procurement,Coursera (Gov Licence),,40,Enrolled,
TRN-00525,MOEI-10164,Government Budgeting,Finance & Procurement,MOEI Academy,,4,In Progress,
TRN-00526,MOEI-10164,Digital Transformation,Digital & AI,Mohammed Bin Rashid School of Government,2025-05-11,40,Completed,Passed
TRN-00527,MOEI-10164,Data Visualization,Data Analytics,Federal Authority for Government HR,2023-06-17,16,Completed,Passed
TRN-00528,MOEI-10165,Maritime Safety Standards,Technical & Engineering,Federal Authority for Government HR,2024-07-11,8,Completed,Passed
TRN-00529,MOEI-10165,PMP Preparation,Project Management,Federal Authority for Government HR,2026-03-16,12,Completed,Passed
TRN-00530,MOEI-10166,Occupational Health & Safety,Health & Safety,Mohammed Bin Rashid School of Government,2025-07-27,4,Completed,Passed
TRN-00531,MOEI-10166,Customer Happiness Standards,Customer Service,MOEI Academy,2023-07-21,24,Completed,Passed
TRN-00532,MOEI-10166,Agile Project Delivery,Project Management,MOEI Academy,2024-09-20,4,Completed,Passed
TRN-00533,MOEI-10166,Coaching for Managers,Leadership & Management,External Vendor,,4,Enrolled,
TRN-00534,MOEI-10167,Risk Management Fundamentals,Project Management,External Vendor,2022-01-15,12,Completed,Passed
TRN-00535,MOEI-10168,Emergency Response,Health & Safety,Mohammed Bin Rashid School of Government,2025-05-22,40,Completed,Passed
TRN-00536,MOEI-10168,Anti-Fraud Awareness,Compliance & Ethics,Coursera (Gov Licence),,16,Enrolled,
TRN-00537,MOEI-10168,Business English,Language & Communication,MOEI Academy,,4,In Progress,
TRN-00538,MOEI-10169,Power BI Essentials,Data Analytics,Mohammed Bin Rashid School of Government,,40,In Progress,
TRN-00539,MOEI-10169,Agile Project Delivery,Project Management,Coursera (Gov Licence),2026-05-01,24,Completed,Passed
TRN-00540,MOEI-10169,Customer Happiness Standards,Customer Service,Mohammed Bin Rashid School of Government,,4,Enrolled,
TRN-00541,MOEI-10170,Code of Ethics Refresher,Compliance & Ethics,Coursera (Gov Licence),2026-02-15,8,Completed,Passed
TRN-00542,MOEI-10170,Arabic Business Writing,Language & Communication,MOEI Academy,2024-03-30,12,Completed,Passed
TRN-00543,MOEI-10170,Service Design Thinking,Customer Service,MOEI Academy,,40,In Progress,
TRN-00544,MOEI-10170,Business English,Language & Communication,External Vendor,2025-12-29,24,Completed,Passed
TRN-00545,MOEI-10170,Maritime Safety Standards,Technical & Engineering,MOEI Academy,2022-09-19,12,Completed,Passed
TRN-00546,MOEI-10171,Infrastructure Asset Management,Technical & Engineering,MOEI Academy,,16,In Progress,
TRN-00547,MOEI-10171,Maritime Safety Standards,Technical & Engineering,MOEI Academy,2023-05-14,4,Completed,Passed
TRN-00548,MOEI-10171,Customer Happiness Standards,Customer Service,Mohammed Bin Rashid School of Government,,16,Enrolled,
TRN-00549,MOEI-10171,Government Budgeting,Finance & Procurement,Coursera (Gov Licence),2026-01-12,40,Completed,Passed
TRN-00550,MOEI-10171,Data-Driven Decision Making,Digital & AI,Coursera (Gov Licence),2024-12-30,4,Completed,Passed
TRN-00551,MOEI-10171,Code of Ethics Refresher,Compliance & Ethics,External Vendor,2025-03-25,4,Completed,Passed
TRN-00552,MOEI-10172,Anti-Fraud Awareness,Compliance & Ethics,External Vendor,2024-12-15,16,Completed,Passed
TRN-00553,MOEI-10172,PMP Preparation,Project Management,MOEI Academy,2024-04-08,4,Completed,Passed
TRN-00554,MOEI-10172,Generative AI Foundations,Digital & AI,MOEI Academy,,24,Enrolled,
TRN-00555,MOEI-10172,Code of Ethics Refresher,Compliance & Ethics,External Vendor,,40,Enrolled,
TRN-00556,MOEI-10172,Coaching for Managers,Leadership & Management,Federal Authority for Government HR,2023-03-01,16,Completed,Passed
TRN-00557,MOEI-10172,Service Design Thinking,Customer Service,Federal Authority for Government HR,2024-11-11,24,Completed,Passed
TRN-00558,MOEI-10173,Public Speaking,Language & Communication,MOEI Academy,2023-12-17,24,Completed,Passed
TRN-00559,MOEI-10173,Emergency Response,Health & Safety,Mohammed Bin Rashid School of Government,,8,In Progress,
TRN-00560,MOEI-10173,Data Visualization,Data Analytics,MOEI Academy,2023-07-14,24,Completed,Passed
TRN-00561,MOEI-10173,Anti-Fraud Awareness,Compliance & Ethics,MOEI Academy,,12,Enrolled,
TRN-00562,MOEI-10173,Arabic Business Writing,Language & Communication,Coursera (Gov Licence),,12,In Progress,
TRN-00563,MOEI-10174,Customer Happiness Standards,Customer Service,Federal Authority for Government HR,2023-11-14,40,Completed,Passed
TRN-00564,MOEI-10174,Risk Management Fundamentals,Project Management,Federal Authority for Government HR,2026-02-15,16,Completed,Passed
TRN-00565,MOEI-10174,Service Design Thinking,Customer Service,Federal Authority for Government HR,,4,In Progress,
TRN-00566,MOEI-10174,Infrastructure Asset Management,Technical & Engineering,Coursera (Gov Licence),2023-11-23,12,Completed,Passed
TRN-00567,MOEI-10174,Generative AI Foundations,Digital & AI,Federal Authority for Government HR,2023-08-02,40,Completed,Passed
TRN-00568,MOEI-10175,Customer Happiness Standards,Customer Service,External Vendor,2022-09-26,4,Completed,Passed
TRN-00569,MOEI-10175,Public Procurement Rules,Finance & Procurement,Federal Authority for Government HR,2025-09-02,16,Completed,Passed
TRN-00570,MOEI-10175,Emergency Response,Health & Safety,Federal Authority for Government HR,2022-10-24,40,Completed,Passed
TRN-00571,MOEI-10175,Coaching for Managers,Leadership & Management,MOEI Academy,,40,In Progress,
TRN-00572,MOEI-10175,SQL for Beginners,Data Analytics,Federal Authority for Government HR,2024-05-24,4,Completed,Passed
TRN-00573,MOEI-10176,Anti-Fraud Awareness,Compliance & Ethics,MOEI Academy,,24,Enrolled,
TRN-00574,MOEI-10177,Information Security Basics,Compliance & Ethics,Coursera (Gov Licence),,8,Enrolled,
TRN-00575,MOEI-10177,Future Leaders Programme,Leadership & Management,Mohammed Bin Rashid School of Government,2023-05-09,40,Completed,Passed
TRN-00576,MOEI-10177,Business English,Language & Communication,MOEI Academy,2025-08-29,16,Completed,Passed
TRN-00577,MOEI-10177,Service Design Thinking,Customer Service,Mohammed Bin Rashid School of Government,2025-07-19,4,Completed,Passed
TRN-00578,MOEI-10177,Applied AI for Government,Digital & AI,External Vendor,2022-06-19,8,Completed,Passed
TRN-00579,MOEI-10177,Strategic Decision Making,Leadership & Management,MOEI Academy,2023-07-15,24,Completed,Passed
TRN-00580,MOEI-10178,Service Design Thinking,Customer Service,Mohammed Bin Rashid School of Government,2025-08-13,24,Completed,Passed
TRN-00581,MOEI-10178,Power BI Essentials,Data Analytics,External Vendor,2023-10-29,8,Completed,Passed
TRN-00582,MOEI-10179,Strategic Decision Making,Leadership & Management,External Vendor,,16,In Progress,
TRN-00583,MOEI-10179,Applied AI for Government,Digital & AI,MOEI Academy,2026-03-24,8,Completed,Passed
TRN-00584,MOEI-10179,Public Speaking,Language & Communication,Coursera (Gov Licence),2023-01-04,12,Completed,Passed
TRN-00585,MOEI-10180,Business English,Language & Communication,External Vendor,2026-01-12,12,Completed,Passed
TRN-00586,MOEI-10180,Future Leaders Programme,Leadership & Management,Mohammed Bin Rashid School of Government,2025-04-16,24,Completed,Passed
TRN-00587,MOEI-10181,Customer Happiness Standards,Customer Service,External Vendor,2023-05-24,12,Completed,Passed
TRN-00588,MOEI-10181,Infrastructure Asset Management,Technical & Engineering,Mohammed Bin Rashid School of Government,2022-10-14,24,Completed,Passed
TRN-00589,MOEI-10182,Public Speaking,Language & Communication,MOEI Academy,2024-11-11,40,Completed,Passed
TRN-00590,MOEI-10182,Government Leadership Excellence,Leadership & Management,Mohammed Bin Rashid School of Government,2022-03-17,8,Completed,Passed
TRN-00591,MOEI-10182,Advanced Excel for Analysts,Data Analytics,Federal Authority for Government HR,2025-04-26,40,Completed,Passed
TRN-00592,MOEI-10183,Strategic Decision Making,Leadership & Management,Coursera (Gov Licence),,16,In Progress,
TRN-00593,MOEI-10183,Advanced Excel for Analysts,Data Analytics,Mohammed Bin Rashid School of Government,2022-05-25,40,Completed,Passed
TRN-00594,MOEI-10183,Risk Management Fundamentals,Project Management,External Vendor,2024-02-02,24,Completed,Passed
TRN-00595,MOEI-10183,Generative AI Foundations,Digital & AI,External Vendor,2024-06-07,8,Completed,Passed
TRN-00596,MOEI-10183,Future Leaders Programme,Leadership & Management,MOEI Academy,2025-11-01,12,Completed,Passed
TRN-00597,MOEI-10183,Anti-Fraud Awareness,Compliance & Ethics,Federal Authority for Government HR,2026-05-13,12,Completed,Passed
TRN-00598,MOEI-10183,Government Leadership Excellence,Leadership & Management,MOEI Academy,,8,Enrolled,
TRN-00599,MOEI-10183,Financial Reporting,Finance & Procurement,Mohammed Bin Rashid School of Government,2024-09-29,40,Completed,Passed
TRN-00600,MOEI-10184,Anti-Fraud Awareness,Compliance & Ethics,External Vendor,2024-03-25,24,Completed,Passed
TRN-00601,MOEI-10184,Arabic Business Writing,Language & Communication,Mohammed Bin Rashid School of Government,2025-11-21,4,Completed,Passed
TRN-00602,MOEI-10185,SQL for Beginners,Data Analytics,MOEI Academy,2025-03-08,40,Completed,Passed
TRN-00603,MOEI-10185,Information Security Basics,Compliance & Ethics,External Vendor,2026-05-12,16,Completed,Passed
TRN-00604,MOEI-10185,Emergency Response,Health & Safety,External Vendor,,40,Enrolled,
TRN-00605,MOEI-10185,Agile Project Delivery,Project Management,Mohammed Bin Rashid School of Government,,16,In Progress,
TRN-00606,MOEI-10185,Applied AI for Government,Digital & AI,MOEI Academy,2022-06-07,8,Completed,Passed
TRN-00607,MOEI-10185,Generative AI Foundations,Digital & AI,MOEI Academy,,16,Enrolled,
TRN-00608,MOEI-10186,Code of Ethics Refresher,Compliance & Ethics,External Vendor,2026-02-22,40,Completed,Passed
TRN-00609,MOEI-10186,Arabic Business Writing,Language & Communication,External Vendor,2022-12-12,8,Completed,Passed
TRN-00610,MOEI-10186,Government Leadership Excellence,Leadership & Management,MOEI Academy,2024-11-18,16,Completed,Passed
TRN-00611,MOEI-10186,Future Leaders Programme,Leadership & Management,Federal Authority for Government HR,,24,In Progress,
TRN-00612,MOEI-10186,Generative AI Foundations,Digital & AI,Mohammed Bin Rashid School of Government,2023-09-05,8,Completed,Passed
TRN-00613,MOEI-10186,Digital Transformation,Digital & AI,External Vendor,,4,Enrolled,
TRN-00614,MOEI-10186,Strategic Decision Making,Leadership & Management,MOEI Academy,2023-11-04,4,Completed,Passed
TRN-00615,MOEI-10188,Digital Transformation,Digital & AI,External Vendor,2024-10-04,24,Completed,Passed
TRN-00616,MOEI-10189,Customer Happiness Standards,Customer Service,Mohammed Bin Rashid School of Government,2024-09-25,8,Completed,Passed
TRN-00617,MOEI-10189,Emergency Response,Health & Safety,Coursera (Gov Licence),2024-02-06,8,Completed,Passed
TRN-00618,MOEI-10190,Government Budgeting,Finance & Procurement,Coursera (Gov Licence),2024-06-17,8,Completed,Passed
TRN-00619,MOEI-10190,Data Visualization,Data Analytics,Mohammed Bin Rashid School of Government,2026-03-11,40,Completed,Passed
TRN-00620,MOEI-10190,PMP Preparation,Project Management,Federal Authority for Government HR,2023-01-24,16,Completed,Passed
TRN-00621,MOEI-10190,Service Design Thinking,Customer Service,Federal Authority for Government HR,2022-03-06,16,Completed,Passed
TRN-00622,MOEI-10191,Emergency Response,Health & Safety,Coursera (Gov Licence),2025-10-17,24,Completed,Passed
TRN-00623,MOEI-10191,Customer Happiness Standards,Customer Service,MOEI Academy,,8,Enrolled,
TRN-00624,MOEI-10191,Data Visualization,Data Analytics,Federal Authority for Government HR,2026-04-26,4,Completed,Passed
TRN-00625,MOEI-10191,Anti-Fraud Awareness,Compliance & Ethics,Mohammed Bin Rashid School of Government,2025-08-17,12,Completed,Passed
TRN-00626,MOEI-10192,Digital Transformation,Digital & AI,External Vendor,2023-05-23,8,Completed,Passed
TRN-00627,MOEI-10192,Agile Project Delivery,Project Management,Mohammed Bin Rashid School of Government,2026-04-20,40,Completed,Passed
TRN-00628,MOEI-10192,Risk Management Fundamentals,Project Management,MOEI Academy,2024-05-28,40,Completed,Passed
TRN-00629,MOEI-10192,Energy Systems,Technical & Engineering,External Vendor,2023-01-07,40,Completed,Passed
TRN-00630,MOEI-10193,Future Leaders Programme,Leadership & Management,Federal Authority for Government HR,,16,Enrolled,
TRN-00631,MOEI-10193,Data-Driven Decision Making,Digital & AI,Coursera (Gov Licence),2023-03-31,4,Completed,Passed
TRN-00632,MOEI-10193,Coaching for Managers,Leadership & Management,Mohammed Bin Rashid School of Government,2022-08-14,12,Completed,Passed
TRN-00633,MOEI-10193,Agile Project Delivery,Project Management,MOEI Academy,2022-04-08,4,Completed,Passed
TRN-00634,MOEI-10193,Code of Ethics Refresher,Compliance & Ethics,External Vendor,2023-08-08,4,Completed,Passed
TRN-00635,MOEI-10193,Strategic Decision Making,Leadership & Management,MOEI Academy,2024-01-15,4,Completed,Passed
TRN-00636,MOEI-10193,Maritime Safety Standards,Technical & Engineering,Mohammed Bin Rashid School of Government,2023-11-10,40,Completed,Passed
TRN-00637,MOEI-10193,Energy Systems,Technical & Engineering,Mohammed Bin Rashid School of Government,2024-02-01,8,Completed,Passed
TRN-00638,MOEI-10193,Applied AI for Government,Digital & AI,External Vendor,2022-09-25,4,Completed,Passed
TRN-00639,MOEI-10195,PMP Preparation,Project Management,MOEI Academy,2026-03-15,4,Completed,Passed
TRN-00640,MOEI-10195,Energy Systems,Technical & Engineering,Coursera (Gov Licence),2025-09-11,8,Completed,Passed
TRN-00641,MOEI-10195,Power BI Essentials,Data Analytics,External Vendor,2025-05-24,40,Completed,Passed
TRN-00642,MOEI-10195,Financial Reporting,Finance & Procurement,Coursera (Gov Licence),,40,In Progress,
TRN-00643,MOEI-10196,Digital Transformation,Digital & AI,External Vendor,2022-11-23,24,Completed,Passed
TRN-00644,MOEI-10196,Government Leadership Excellence,Leadership & Management,Federal Authority for Government HR,2025-11-16,12,Completed,Passed
TRN-00645,MOEI-10196,Future Leaders Programme,Leadership & Management,Coursera (Gov Licence),2026-05-28,16,Completed,Passed
TRN-00646,MOEI-10196,Energy Systems,Technical & Engineering,External Vendor,2022-12-08,16,Completed,Passed
TRN-00647,MOEI-10196,Infrastructure Asset Management,Technical & Engineering,Federal Authority for Government HR,2024-10-05,8,Completed,Passed
TRN-00648,MOEI-10197,Risk Management Fundamentals,Project Management,External Vendor,2025-11-27,16,Completed,Passed
TRN-00649,MOEI-10197,Energy Systems,Technical & Engineering,Mohammed Bin Rashid School of Government,2026-01-15,8,Completed,Passed
TRN-00650,MOEI-10197,Financial Reporting,Finance & Procurement,Federal Authority for Government HR,2023-07-04,8,Completed,Passed
TRN-00651,MOEI-10197,Government Leadership Excellence,Leadership & Management,Federal Authority for Government HR,2023-08-21,12,Completed,Passed
TRN-00652,MOEI-10197,Data Visualization,Data Analytics,Federal Authority for Government HR,2022-04-16,8,Completed,Passed
TRN-00653,MOEI-10198,Applied AI for Government,Digital & AI,External Vendor,2025-10-02,12,Completed,Passed
TRN-00654,MOEI-10198,Code of Ethics Refresher,Compliance & Ethics,Mohammed Bin Rashid School of Government,,40,In Progress,
TRN-00655,MOEI-10198,SQL for Beginners,Data Analytics,MOEI Academy,2025-07-18,40,Completed,Passed
TRN-00656,MOEI-10198,Coaching for Managers,Leadership & Management,Mohammed Bin Rashid School of Government,2023-05-07,8,Completed,Passed
TRN-00657,MOEI-10198,Government Budgeting,Finance & Procurement,External Vendor,2025-02-16,4,Completed,Passed
TRN-00658,MOEI-10199,Service Design Thinking,Customer Service,External Vendor,2025-07-06,8,Completed,Passed
TRN-00659,MOEI-10199,Occupational Health & Safety,Health & Safety,External Vendor,2023-10-27,40,Completed,Passed
TRN-00660,MOEI-10199,Customer Happiness Standards,Customer Service,Coursera (Gov Licence),2024-07-02,12,Completed,Passed
TRN-00661,MOEI-10199,SQL for Beginners,Data Analytics,Coursera (Gov Licence),2022-07-11,8,Completed,Passed
TRN-00662,MOEI-10199,Advanced Excel for Analysts,Data Analytics,Federal Authority for Government HR,2025-03-12,40,Completed,Passed
TRN-00663,MOEI-10199,Government Budgeting,Finance & Procurement,Federal Authority for Government HR,2023-09-28,16,Completed,Passed
TRN-00664,MOEI-10200,Business English,Language & Communication,Coursera (Gov Licence),2022-05-23,8,Completed,Passed
TRN-00665,MOEI-10200,Emergency Response,Health & Safety,Federal Authority for Government HR,2022-07-25,40,Completed,Passed
TRN-00666,MOEI-10200,Future Leaders Programme,Leadership & Management,MOEI Academy,2024-02-13,4,Completed,Passed
TRN-00667,MOEI-10200,Government Leadership Excellence,Leadership & Management,Mohammed Bin Rashid School of Government,2023-05-24,8,Completed,Passed
TRN-00668,MOEI-10201,Information Security Basics,Compliance & Ethics,Coursera (Gov Licence),2022-06-24,24,Completed,Passed
TRN-00669,MOEI-10201,Occupational Health & Safety,Health & Safety,Federal Authority for Government HR,2023-09-22,8,Completed,Passed
TRN-00670,MOEI-10201,Coaching for Managers,Leadership & Management,MOEI Academy,2025-07-09,4,Completed,Passed
TRN-00671,MOEI-10201,Generative AI Foundations,Digital & AI,Coursera (Gov Licence),2022-07-30,8,Completed,Passed
TRN-00672,MOEI-10201,Government Leadership Excellence,Leadership & Management,Coursera (Gov Licence),2022-02-19,8,Completed,Passed
TRN-00673,MOEI-10202,Government Budgeting,Finance & Procurement,MOEI Academy,2025-11-02,16,Completed,Passed
TRN-00674,MOEI-10202,Power BI Essentials,Data Analytics,Mohammed Bin Rashid School of Government,2023-04-05,12,Completed,Passed
TRN-00675,MOEI-10202,Generative AI Foundations,Digital & AI,MOEI Academy,2022-08-31,4,Completed,Passed
TRN-00676,MOEI-10203,Advanced Excel for Analysts,Data Analytics,External Vendor,2024-05-27,8,Completed,Passed
TRN-00677,MOEI-10203,Customer Happiness Standards,Customer Service,External Vendor,2025-09-28,12,Completed,Passed
TRN-00678,MOEI-10203,Code of Ethics Refresher,Compliance & Ethics,Mohammed Bin Rashid School of Government,,12,In Progress,
TRN-00679,MOEI-10203,Applied AI for Government,Digital & AI,Federal Authority for Government HR,2022-11-01,12,Completed,Passed
TRN-00680,MOEI-10203,SQL for Beginners,Data Analytics,Coursera (Gov Licence),2024-07-03,4,Completed,Passed
TRN-00681,MOEI-10204,Arabic Business Writing,Language & Communication,MOEI Academy,2026-01-28,12,Completed,Passed
TRN-00682,MOEI-10205,SQL for Beginners,Data Analytics,Coursera (Gov Licence),2024-09-10,16,Completed,Passed
TRN-00683,MOEI-10205,Service Design Thinking,Customer Service,Federal Authority for Government HR,,16,In Progress,
TRN-00684,MOEI-10206,Occupational Health & Safety,Health & Safety,Coursera (Gov Licence),2024-02-27,24,Completed,Passed
TRN-00685,MOEI-10206,Risk Management Fundamentals,Project Management,MOEI Academy,2022-06-28,8,Completed,Passed
TRN-00686,MOEI-10206,Coaching for Managers,Leadership & Management,Federal Authority for Government HR,2025-02-17,4,Completed,Passed
TRN-00687,MOEI-10206,Government Leadership Excellence,Leadership & Management,External Vendor,2023-08-27,16,Completed,Passed
TRN-00688,MOEI-10206,Applied AI for Government,Digital & AI,Federal Authority for Government HR,2026-03-10,16,Completed,Passed
TRN-00689,MOEI-10206,Service Design Thinking,Customer Service,External Vendor,2022-04-21,4,Completed,Passed
TRN-00690,MOEI-10206,Data-Driven Decision Making,Digital & AI,Federal Authority for Government HR,2022-03-03,4,Completed,Passed
TRN-00691,MOEI-10207,Applied AI for Government,Digital & AI,Coursera (Gov Licence),,8,In Progress,
TRN-00692,MOEI-10207,SQL for Beginners,Data Analytics,External Vendor,2026-03-03,40,Completed,Passed
TRN-00693,MOEI-10208,Emergency Response,Health & Safety,MOEI Academy,2026-03-29,12,Completed,Passed
TRN-00694,MOEI-10208,Data-Driven Decision Making,Digital & AI,MOEI Academy,,24,In Progress,
TRN-00695,MOEI-10208,Advanced Excel for Analysts,Data Analytics,Coursera (Gov Licence),2024-03-31,40,Completed,Passed
TRN-00696,MOEI-10209,Energy Systems,Technical & Engineering,External Vendor,,12,In Progress,
TRN-00697,MOEI-10209,Agile Project Delivery,Project Management,MOEI Academy,2024-05-24,24,Completed,Passed
TRN-00698,MOEI-10209,Customer Happiness Standards,Customer Service,MOEI Academy,2024-09-13,8,Completed,Passed
TRN-00699,MOEI-10210,Energy Systems,Technical & Engineering,Coursera (Gov Licence),,16,In Progress,
TRN-00700,MOEI-10210,Information Security Basics,Compliance & Ethics,Coursera (Gov Licence),2025-08-07,8,Completed,Passed
TRN-00701,MOEI-10210,Coaching for Managers,Leadership & Management,Mohammed Bin Rashid School of Government,2025-08-17,4,Completed,Passed
TRN-00702,MOEI-10210,Applied AI for Government,Digital & AI,Mohammed Bin Rashid School of Government,2024-01-13,4,Completed,Passed
TRN-00703,MOEI-10210,Agile Project Delivery,Project Management,MOEI Academy,2022-11-30,8,Completed,Passed
TRN-00704,MOEI-10210,Business English,Language & Communication,Federal Authority for Government HR,,24,In Progress,
TRN-00705,MOEI-10211,Government Leadership Excellence,Leadership & Management,External Vendor,2023-10-29,24,Completed,Passed
TRN-00706,MOEI-10211,Strategic Decision Making,Leadership & Management,MOEI Academy,2022-07-28,12,Completed,Passed
TRN-00707,MOEI-10212,Anti-Fraud Awareness,Compliance & Ethics,Mohammed Bin Rashid School of Government,2024-03-26,16,Completed,Passed
TRN-00708,MOEI-10213,Code of Ethics Refresher,Compliance & Ethics,Mohammed Bin Rashid School of Government,2025-12-10,16,Completed,Passed
TRN-00709,MOEI-10213,Maritime Safety Standards,Technical & Engineering,Federal Authority for Government HR,,4,In Progress,
TRN-00710,MOEI-10213,Arabic Business Writing,Language & Communication,MOEI Academy,2024-09-03,12,Completed,Passed
TRN-00711,MOEI-10213,Advanced Excel for Analysts,Data Analytics,MOEI Academy,2025-10-29,40,Completed,Passed
TRN-00712,MOEI-10213,PMP Preparation,Project Management,Federal Authority for Government HR,2025-10-27,24,Completed,Passed
TRN-00713,MOEI-10213,Energy Systems,Technical & Engineering,Mohammed Bin Rashid School of Government,2025-05-31,16,Completed,Passed
TRN-00714,MOEI-10214,Anti-Fraud Awareness,Compliance & Ethics,Coursera (Gov Licence),2024-01-08,4,Completed,Passed
TRN-00715,MOEI-10214,Customer Happiness Standards,Customer Service,External Vendor,,4,Enrolled,
TRN-00716,MOEI-10215,Public Speaking,Language & Communication,MOEI Academy,2024-10-15,8,Completed,Passed
TRN-00717,MOEI-10215,Financial Reporting,Finance & Procurement,Coursera (Gov Licence),,4,In Progress,
